Goal,Days,Gender,Age Group,Plan,Suggestions
"Lose Weight",4,"Male","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest).","Use low-impact cardio to protect joints. Aim for a 300-500 calorie deficit. Stay hydrated. Include 10 min stretching daily."
"Lose Weight",4,"Female","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest).","Focus on glutes and core for toning. Aim for a 500-700 calorie deficit. Monitor heart rate during HIIT. Include 5-10 min stretching post-workout."
"Lose Weight",4,"Female","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest).","Maintain a 500-700 calorie deficit. Focus on core and lower body toning. Include 5 min cool-down post-workout."
"Lose Weight",4,"Female","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest).","Use low-impact cardio for joint safety. Aim for a 300-500 calorie deficit. Include 10 min stretching daily."
"Lose Weight",5,"Male","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Mountain Climbers (3 sets, 30 sec, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 5: Stair Climber (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest).","Maximize HIIT intensity for calorie burn. Aim for a 500-700 calorie deficit. Stay hydrated. Include 5-10 min stretching post-workout."
"Lose Weight",5,"Male","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 5: Brisk Walking (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest).","Maintain a 500-700 calorie deficit. Monitor heart rate during HIIT. Include 5 min cool-down post-workout."
"Lose Weight",5,"Male","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 5: Stationary Bike (20 min moderate pace), Goblet Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest).","Use low-impact cardio to protect joints. Aim for a 300-500 calorie deficit. Stay hydrated. Include 10 min stretching daily."
"Lose Weight",5,"Female","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest). Day 5: Stair Climber (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest).","Focus on glutes and core for toning. Aim for a 500-700 calorie deficit. Monitor heart rate during HIIT. Include 5-10 min stretching post-workout."
"Lose Weight",5,"Female","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 5: Brisk Walking (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest).","Maintain a 500-700 calorie deficit. Focus on core and lower body toning. Include 5 min cool-down post-workout."
"Lose Weight",5,"Female","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 5: Stationary Bike (20 min moderate pace), Goblet Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest).","Use low-impact cardio for joint safety. Aim for a 300-500 calorie deficit. Include 10 min stretching daily."
"Lose Weight",6,"Male","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Mountain Climbers (3 sets, 30 sec, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 5: Stair Climber (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 6: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Mountain Climbers (3 sets, 30 sec, 60 sec rest).","Maximize HIIT intensity for calorie burn. Aim for a 500-700 calorie deficit. Stay hydrated. Include 5-10 min stretching post-workout."
"Lose Weight",6,"Male","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 5: Brisk Walking (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 6: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest).","Maintain a 500-700 calorie deficit. Monitor heart rate during HIIT. Include 5 min cool-down post-workout."
"Lose Weight",6,"Male","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 5: Stationary Bike (20 min moderate pace), Goblet Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 6: Elliptical (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest).","Use low-impact cardio for joint safety. Aim for a 300-500 calorie deficit. Stay hydrated. Include 10 min stretching daily."
"Lose Weight",6,"Female","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest). Day 5: Stair Climber (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 6: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Hip Thrusts (3 sets, 15-20 reps, 60 sec rest).","Focus on glutes and core for toning. Aim for a 500-700 calorie deficit. Monitor heart rate during HIIT. Include 5-10 min stretching post-workout."
"Lose Weight",6,"Female","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 5: Brisk Walking (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 6: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest).","Maintain a 500-700 calorie deficit. Focus on core and lower body toning. Include 5 min cool-down post-workout."
"Lose Weight",6,"Female","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 5: Stationary Bike (20 min moderate pace), Goblet Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 6: Elliptical (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest).","Use low-impact cardio for joint safety. Aim for a 300-500 calorie deficit. Include 10 min stretching daily."
"Lose Weight",7,"Male","Young Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Mountain Climbers (3 sets, 30 sec, 60 sec rest). Day 3: Jump Rope (15 min: 1 min fast, 1 min slow, repeat), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Rowing Machine (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 5: Stair Climber (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 6: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Mountain Climbers (3 sets, 30 sec, 60 sec rest). Day 7: Rest or light mobility work (10 min stretching, foam rolling).","Ensure 1-2 rest days weekly to prevent overtraining. Aim for a 500-700 calorie deficit. Stay hydrated. Include 5-10 min stretching post-workout."
"Lose Weight",7,"Male","Adult","Day 1: Treadmill Intervals (20 min: 1 min sprint, 2 min jog, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Push-ups (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 2: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 3: Rowing Machine (20 min moderate pace), Kettlebell Swings (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Russian Twists (3 sets, 20 reps per side, 60 sec rest). Day 4: Elliptical (20 min: 1 min fast, 2 min moderate, repeat), Bodyweight Squats (3 sets, 15-20 reps, 60 sec rest), Dumbbell Shoulder Press (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 5: Brisk Walking (20 min moderate pace), Goblet Squats (3 sets, 15-20 reps, 60 sec rest), Incline Push-ups (3 sets, 12-15 reps, 60 sec rest), Bicycle Crunches (3 sets, 20 reps per side, 60 sec rest). Day 6: Stationary Bike HIIT (20 min: 30 sec max effort, 1 min easy, repeat), Dumbbell Lunges (3 sets, 12 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 12-15 reps, 60 sec rest), Plank (3 sets, 45-60 sec, 60 sec rest). Day 7: Rest or light mobility work (10 min stretching, foam rolling).","Ensure 1-2 rest days weekly to prevent overtraining. Aim for a 500-700 calorie deficit. Include 5 min cool-down post-workout."
"Lose Weight",7,"Male","Senior","Day 1: Elliptical (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 2: Stationary Bike (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 3: Rowing Machine (15 min moderate pace), Kettlebell Swings (3 sets, 10-12 reps, 60 sec rest), Seated Chest Press (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 4: Brisk Walking (20 min moderate pace), Bodyweight Squats (3 sets, 12-15 reps, 60 sec rest), Seated Dumbbell Press (3 sets, 10-12 reps, 60 sec rest), Plank (3 sets, 30-45 sec, 60 sec rest). Day 5: Stationary Bike (20 min moderate pace), Goblet Squats (3 sets, 12-15 reps, 60 sec rest), Incline Push-ups (3 sets, 10-12 reps, 60 sec rest), Side Plank (3 sets, 20-30 sec per side, 60 sec rest). Day 6: Elliptical (20 min moderate pace), Walking Lunges (3 sets, 10 reps per leg, 60 sec rest), Dumbbell Rows (3 sets, 10-12 reps, 60 sec rest), Bicycle Crunches (3 sets, 15 reps per side, 60 sec rest). Day 7: Rest or light mobility work (10 min stretching, foam rolling).","Use low-impact cardio for joint safety. Aim for a 300-500 calorie deficit. Stay hydrated. Include 10 min stretching daily."
